County,LEA,FY,Year,CLASSFTE,CERTFTE,Enr
Alameda,ALAMEDA COUNTY OFFICE OF ED.,1819.0,7/1/2018,260.0,153.08,179
Alameda,ALAMEDA UNIFIED,1819.0,7/1/2018,392.0,554.8,9383
Alameda,ALBANY CITY UNIFIED,1819.0,7/1/2018,124.0,186.88,3682
Alameda,BERKELEY UNIFIED,1819.0,7/1/2018,460.0,577.96,9811
Alameda,CASTRO VALLEY UNIFIED,1819.0,7/1/2018,269.0,425.97,9269
Alameda,EMERY UNIFIED,1819.0,7/1/2018,18.0,45.0,743
Alameda,FREMONT UNIFIED,1819.0,7/1/2018,1020.0,1817.54,35176
Alameda,HAYWARD UNIFIED,1819.0,7/1/2018,695.0,1080.2,19909
Alameda,LIVERMORE VALLEY JOINT UNIFIED,1819.0,7/1/2018,502.0,652.88,13738
Alameda,MOUNTAIN HOUSE ELEMENTARY,1819.0,7/1/2018,0.0,1.0,17
Alameda,NEWARK UNIFIED,1819.0,7/1/2018,186.0,217.12,5758
Alameda,NEW HAVEN UNIFIED,1819.0,7/1/2018,302.0,512.67,11281
Alameda,OAKLAND UNIFIED,1819.0,7/1/2018,2002.0,2871.55,36524
Alameda,PIEDMONT CITY UNIFIED,1819.0,7/1/2018,120.0,159.94,2596
Alameda,SAN LEANDRO UNIFIED,1819.0,7/1/2018,288.0,417.0,8926
Alameda,SAN LORENZO UNIFIED,1819.0,7/1/2018,357.0,542.64,10201
Alameda,DUBLIN UNIFIED,1819.0,7/1/2018,262.0,536.02,12090
Alameda,PLEASANTON UNIFIED,1819.0,7/1/2018,423.0,695.33,14978
Alameda,SUNOL GLEN UNIFIED,1819.0,7/1/2018,8.0,14.09,297
Alpine,ALPINE COUNTY OFFICE OF ED.,1819.0,7/1/2018,0.0,0.0,0
Alpine,ALPINE COUNTY UNIFIED,1819.0,7/1/2018,25.0,11.0,79
Amador,AMADOR COUNTY OFFICE OF ED.,1819.0,7/1/2018,67.0,28.68,152
Amador,AMADOR COUNTY UNIFIED,1819.0,7/1/2018,137.0,180.77,3962
Butte,BUTTE COUNTY OFFICE OF ED.,1819.0,7/1/2018,337.0,108.74,139
Butte,BANGOR UNION ELEMENTARY,1819.0,7/1/2018,2.0,4.49,98
Butte,BIGGS UNIFIED,1819.0,7/1/2018,37.0,34.25,624
Butte,CHICO UNIFIED,1819.0,7/1/2018,678.0,684.93,12242
Butte,DURHAM UNIFIED,1819.0,7/1/2018,42.0,54.26,1038
Butte,FEATHER FALLS UNION ELEMENTARY,1819.0,7/1/2018,5.0,1.0,10
Butte,GOLDEN FEATHER UNION ELEMENTARY,1819.0,7/1/2018,6.0,5.2,61
Butte,MANZANITA ELEMENTARY,1819.0,7/1/2018,10.0,14.0,317
Butte,OROVILLE CITY ELEMENTARY,1819.0,7/1/2018,131.0,124.9,2311
Butte,OROVILLE UNION HIGH,1819.0,7/1/2018,95.0,102.95,2196
Butte,PALERMO UNION ELEMENTARY,1819.0,7/1/2018,58.0,66.34,1296
Butte,PARADISE UNIFIED,1819.0,7/1/2018,173.0,178.5,3403
Butte,THERMALITO UNION ELEMENTARY,1819.0,7/1/2018,76.0,75.52,1554
Butte,PIONEER UNION ELEMENTARY,1819.0,7/1/2018,6.0,3.0,71
Butte,GRIDLEY UNIFIED,1819.0,7/1/2018,76.0,84.4,2083
Calaveras,CALAVERAS COUNTY OFFICE OF ED.,1819.0,7/1/2018,54.0,35.74,54
Calaveras,BRET HARTE UNION HIGH,1819.0,7/1/2018,44.0,37.56,652
Calaveras,CALAVERAS UNIFIED,1819.0,7/1/2018,158.0,133.59,2814
Calaveras,MARK TWAIN UNION ELEMENTARY,1819.0,7/1/2018,37.0,39.5,785
Calaveras,VALLECITO UNION ELEMENTARY,1819.0,7/1/2018,42.0,33.5,584
Colusa,COLUSA COUNTY OFFICE OF ED.,1819.0,7/1/2018,32.0,26.45,34
Colusa,COLUSA UNIFIED,1819.0,7/1/2018,56.0,76.7,1490
Colusa,MAXWELL UNIFIED,1819.0,7/1/2018,17.0,18.72,340
Colusa,PIERCE JOINT UNIFIED,1819.0,7/1/2018,71.0,71.5,1479
Colusa,WILLIAMS UNIFIED,1819.0,7/1/2018,47.0,66.61,1335
Contra Costa,CONTRA COSTA COUNTY OFFICE OF ED.,1819.0,7/1/2018,370.0,282.6,364
Contra Costa,ACALANES UNION HIGH,1819.0,7/1/2018,161.0,280.5,5683
Contra Costa,ANTIOCH UNIFIED,1819.0,7/1/2018,681.0,766.18,16362
Contra Costa,BRENTWOOD UNION ELEMENTARY,1819.0,7/1/2018,282.0,412.64,9181
Contra Costa,BYRON UNION ELEMENTARY,1819.0,7/1/2018,43.0,90.31,1475
Contra Costa,CANYON ELEMENTARY,1819.0,7/1/2018,2.0,2.0,68
Contra Costa,JOHN SWETT UNIFIED,1819.0,7/1/2018,58.0,72.39,1439
Contra Costa,KNIGHTSEN ELEMENTARY,1819.0,7/1/2018,22.0,30.49,632
Contra Costa,LAFAYETTE ELEMENTARY,1819.0,7/1/2018,111.0,179.04,3576
Contra Costa,LIBERTY UNION HIGH,1819.0,7/1/2018,247.0,370.47,8320
Contra Costa,MARTINEZ UNIFIED,1819.0,7/1/2018,122.0,197.5,4164
Contra Costa,MORAGA ELEMENTARY,1819.0,7/1/2018,64.0,87.99,1851
Contra Costa,MT. DIABLO UNIFIED,1819.0,7/1/2018,1145.0,1482.41,30727
Contra Costa,OAKLEY UNION ELEMENTARY,1819.0,7/1/2018,208.0,246.1,5267
Contra Costa,ORINDA UNION ELEMENTARY,1819.0,7/1/2018,54.0,136.26,2546
Contra Costa,PITTSBURG UNIFIED,1819.0,7/1/2018,397.0,581.65,11345
Contra Costa,WEST CONTRA COSTA UNIFIED,1819.0,7/1/2018,1357.0,1409.28,28121
Contra Costa,SAN RAMON VALLEY UNIFIED,1819.0,7/1/2018,909.0,1424.67,32138
Contra Costa,WALNUT CREEK ELEMENTARY,1819.0,7/1/2018,108.0,174.84,3545
Del Norte,DEL NORTE COUNTY OFFICE OF ED.,1819.0,7/1/2018,8.0,21.05,29
Del Norte,DEL NORTE COUNTY UNIFIED,1819.0,7/1/2018,248.0,191.68,3670
El Dorado,EL DORADO COUNTY OFFICE OF ED.,1819.0,7/1/2018,249.0,95.24,228
El Dorado,BUCKEYE UNION ELEMENTARY,1819.0,7/1/2018,227.0,296.91,4706
El Dorado,CAMINO UNION ELEMENTARY,1819.0,7/1/2018,20.0,28.55,474
El Dorado,EL DORADO UNION HIGH,1819.0,7/1/2018,231.0,286.49,6739
El Dorado,GOLD OAK UNION ELEMENTARY,1819.0,7/1/2018,20.0,24.5,482
El Dorado,GOLD TRAIL UNION ELEMENTARY,1819.0,7/1/2018,37.0,32.8,661
El Dorado,INDIAN DIGGINGS ELEMENTARY,1819.0,7/1/2018,2.0,0.8,18
El Dorado,LAKE TAHOE UNIFIED,1819.0,7/1/2018,161.0,207.69,3872
El Dorado,LATROBE ELEMENTARY,1819.0,7/1/2018,6.0,9.5,145
El Dorado,MOTHER LODE UNION ELEMENTARY,1819.0,7/1/2018,45.0,50.0,1030
El Dorado,PIONEER UNION ELEMENTARY,1819.0,7/1/2018,14.0,15.85,287
El Dorado,PLACERVILLE UNION ELEMENTARY,1819.0,7/1/2018,60.0,63.3,1304
El Dorado,POLLOCK PINES ELEMENTARY,1819.0,7/1/2018,30.0,35.0,663
El Dorado,RESCUE UNION ELEMENTARY,1819.0,7/1/2018,145.0,165.01,3632
El Dorado,SILVER FORK ELEMENTARY,1819.0,7/1/2018,1.0,2.0,13
El Dorado,BLACK OAK MINE UNIFIED,1819.0,7/1/2018,67.0,54.42,1057
Fresno,FRESNO COUNTY OFFICE OF ED.,1819.0,7/1/2018,689.0,247.85,926
Fresno,ALVINA ELEMENTARY,1819.0,7/1/2018,13.0,12.0,203
Fresno,BIG CREEK ELEMENTARY,1819.0,7/1/2018,8.0,3.99,45
Fresno,BURREL UNION ELEMENTARY,1819.0,7/1/2018,7.0,11.0,122
Fresno,CLAY JOINT ELEMENTARY,1819.0,7/1/2018,8.0,12.0,248
Fresno,CLOVIS UNIFIED,1819.0,7/1/2018,1852.0,1948.51,42866
Fresno,COALINGA-HURON JOINT UNIFIED,1819.0,7/1/2018,203.0,213.91,4466
Fresno,FOWLER UNIFIED,1819.0,7/1/2018,111.0,131.81,2608
Fresno,FRESNO UNIFIED,1819.0,7/1/2018,2953.0,3577.65,70749
Fresno,KINGSBURG JOINT UNION ELEMENTARY,1819.0,7/1/2018,92.0,102.77,2229
Fresno,KINGSBURG JOINT UNION HIGH,1819.0,7/1/2018,30.0,57.99,1167
Fresno,KINGS CANYON JOINT UNIFIED,1819.0,7/1/2018,426.0,419.99,9614
Fresno,LATON JOINT UNIFIED,1819.0,7/1/2018,37.0,46.95,677
Fresno,MONROE ELEMENTARY,1819.0,7/1/2018,11.0,11.0,166
Fresno,ORANGE CENTER ELEMENTARY,1819.0,7/1/2018,26.0,105.69,311
Fresno,PACIFIC UNION ELEMENTARY,1819.0,7/1/2018,17.0,23.0,406
Fresno,PARLIER UNIFIED,1819.0,7/1/2018,198.0,158.6,3471
Fresno,PINE RIDGE ELEMENTARY,1819.0,7/1/2018,10.0,6.0,103
Fresno,RAISIN CITY ELEMENTARY,1819.0,7/1/2018,26.0,104.64,465
Fresno,SANGER UNIFIED,1819.0,7/1/2018,445.0,536.34,10782
Fresno,SELMA UNIFIED,1819.0,7/1/2018,438.0,309.3,6393
Fresno,WASHINGTON COLONY ELEMENTARY,1819.0,7/1/2018,14.0,24.0,463
Fresno,WEST PARK ELEMENTARY,1819.0,7/1/2018,24.0,20.63,366
Fresno,WESTSIDE ELEMENTARY,1819.0,7/1/2018,60.0,100.87,188
Fresno,FIREBAUGH-LAS DELTAS UNIFIED,1819.0,7/1/2018,103.0,131.47,2240
Fresno,CENTRAL UNIFIED,1819.0,7/1/2018,641.0,720.85,15881
Fresno,KERMAN UNIFIED,1819.0,7/1/2018,204.0,214.7,5215
Fresno,MENDOTA UNIFIED,1819.0,7/1/2018,139.0,159.92,3543
Fresno,GOLDEN PLAINS UNIFIED,1819.0,7/1/2018,98.0,87.5,1649
Fresno,SIERRA UNIFIED,1819.0,7/1/2018,85.0,67.94,1271
Fresno,RIVERDALE JOINT UNIFIED,1819.0,7/1/2018,65.0,82.76,1563
Fresno,CARUTHERS UNIFIED,1819.0,7/1/2018,62.0,77.2,1508
Fresno,WASHINGTON UNIFIED,1819.0,7/1/2018,116.0,126.04,2626
Glenn,GLENN COUNTY OFFICE OF ED.,1819.0,7/1/2018,114.0,40.36,74
Glenn,CAPAY JOINT UNION ELEMENTARY,1819.0,7/1/2018,8.0,10.0,199
Glenn,LAKE ELEMENTARY,1819.0,7/1/2018,6.0,9.0,185
Glenn,PLAZA ELEMENTARY,1819.0,7/1/2018,9.0,9.06,207
Glenn,PRINCETON JOINT UNIFIED,1819.0,7/1/2018,10.0,12.0,140
Glenn,STONY CREEK JOINT UNIFIED,1819.0,7/1/2018,7.0,9.6,62
Glenn,WILLOWS UNIFIED,1819.0,7/1/2018,46.0,65.01,1465
Glenn,ORLAND JOINT UNIFIED,1819.0,7/1/2018,88.0,112.85,2263
Glenn,HAMILTON UNIFIED,1819.0,7/1/2018,25.0,41.91,714
Humboldt,HUMBOLDT COUNTY OFFICE OF ED.,1819.0,7/1/2018,168.0,65.79,280
Humboldt,ARCATA ELEMENTARY,1819.0,7/1/2018,76.0,51.05,530
Humboldt,NORTHERN HUMBOLDT UNION HIGH,1819.0,7/1/2018,78.0,95.32,1544
Humboldt,BIG LAGOON UNION ELEMENTARY,1819.0,7/1/2018,3.0,2.15,19
Humboldt,BLUE LAKE UNION ELEMENTARY,1819.0,7/1/2018,16.0,12.0,158
Humboldt,BRIDGEVILLE ELEMENTARY,1819.0,7/1/2018,7.0,3.4,29
Humboldt,CUDDEBACK UNION ELEMENTARY,1819.0,7/1/2018,12.0,8.0,149
Humboldt,CUTTEN ELEMENTARY,1819.0,7/1/2018,28.0,30.59,610
Humboldt,FIELDBROOK ELEMENTARY,1819.0,7/1/2018,9.0,8.22,137
Humboldt,FORTUNA UNION HIGH,1819.0,7/1/2018,41.0,52.1,1107
Humboldt,FRESHWATER ELEMENTARY,1819.0,7/1/2018,31.0,16.1,298
Humboldt,GARFIELD ELEMENTARY,1819.0,7/1/2018,4.0,3.87,64
Humboldt,GREEN POINT ELEMENTARY,1819.0,7/1/2018,0.0,1.79,19
Humboldt,HYDESVILLE ELEMENTARY,1819.0,7/1/2018,12.0,9.0,188
Humboldt,JACOBY CREEK ELEMENTARY,1819.0,7/1/2018,22.0,21.63,469
Humboldt,KLAMATH-TRINITY JOINT UNIFIED,1819.0,7/1/2018,83.0,66.8,1019
Humboldt,KNEELAND ELEMENTARY,1819.0,7/1/2018,1.0,1.76,13
Humboldt,LOLETA UNION ELEMENTARY,1819.0,7/1/2018,14.0,7.0,123
Humboldt,MAPLE CREEK ELEMENTARY,1819.0,7/1/2018,1.0,1.65,4
Humboldt,MCKINLEYVILLE UNION ELEMENTARY,1819.0,7/1/2018,62.0,51.46,1123
Humboldt,ORICK ELEMENTARY,1819.0,7/1/2018,3.0,2.28,24
Humboldt,PACIFIC UNION ELEMENTARY,1819.0,7/1/2018,33.0,31.9,567
Humboldt,PENINSULA UNION ELEMENTARY,1819.0,7/1/2018,6.0,2.99,35
Humboldt,RIO DELL ELEMENTARY,1819.0,7/1/2018,22.0,16.0,307
Humboldt,SCOTIA UNION ELEMENTARY,1819.0,7/1/2018,13.0,10.0,176
Humboldt,SOUTH BAY UNION ELEMENTARY,1819.0,7/1/2018,40.0,54.44,405
Humboldt,SOUTHERN HUMBOLDT JOINT UNIFIED,1819.0,7/1/2018,49.0,39.14,760
Humboldt,TRINIDAD UNION ELEMENTARY,1819.0,7/1/2018,14.0,11.4,203
Humboldt,FERNDALE UNIFIED,1819.0,7/1/2018,26.0,31.01,475
Humboldt,MATTOLE UNIFIED,1819.0,7/1/2018,8.0,6.99,50
Humboldt,EUREKA CITY UNIFIED,1819.0,7/1/2018,205.0,186.3,3643
Humboldt,FORTUNA ELEMENTARY,1819.0,7/1/2018,74.0,74.8,1134
Imperial,IMPERIAL COUNTY OFFICE OF ED.,1819.0,7/1/2018,278.0,51.99,613
Imperial,BRAWLEY ELEMENTARY,1819.0,7/1/2018,190.0,185.07,4061
Imperial,BRAWLEY UNION HIGH,1819.0,7/1/2018,74.0,83.18,1943
Imperial,CALEXICO UNIFIED,1819.0,7/1/2018,420.0,406.2,9246
Imperial,CALIPATRIA UNIFIED,1819.0,7/1/2018,55.0,64.19,1136
Imperial,CENTRAL UNION HIGH,1819.0,7/1/2018,175.0,192.13,4150
Imperial,EL CENTRO ELEMENTARY,1819.0,7/1/2018,264.0,14.0,5324
Imperial,HEBER ELEMENTARY,1819.0,7/1/2018,63.0,59.6,1279
Imperial,HOLTVILLE UNIFIED,1819.0,7/1/2018,87.0,86.65,1578
Imperial,IMPERIAL UNIFIED,1819.0,7/1/2018,168.0,181.13,4270
Imperial,MAGNOLIA UNION ELEMENTARY,1819.0,7/1/2018,5.0,0.0,141
Imperial,MCCABE UNION ELEMENTARY,1819.0,7/1/2018,56.0,56.0,1365
Imperial,MEADOWS UNION ELEMENTARY,1819.0,7/1/2018,52.0,23.0,492
Imperial,MULBERRY ELEMENTARY,1819.0,7/1/2018,3.0,4.0,73
Imperial,SAN PASQUAL VALLEY UNIFIED,1819.0,7/1/2018,60.0,46.35,689
Imperial,SEELEY UNION ELEMENTARY,1819.0,7/1/2018,41.0,16.0,371
Imperial,WESTMORLAND UNION ELEMENTARY,1819.0,7/1/2018,18.0,22.0,402
Inyo,INYO COUNTY OFFICE OF ED.,1819.0,7/1/2018,86.0,71.22,9
Inyo,BIG PINE UNIFIED,1819.0,7/1/2018,11.0,17.75,136
Inyo,DEATH VALLEY UNIFIED,1819.0,7/1/2018,7.0,5.49,28
Inyo,LONE PINE UNIFIED,1819.0,7/1/2018,20.0,14.6,308
Inyo,OWENS VALLEY UNIFIED,1819.0,7/1/2018,6.0,6.94,78
Inyo,ROUND VALLEY JOINT ELEMENTARY,1819.0,7/1/2018,5.0,8.5,137
Inyo,BISHOP UNIFIED,1819.0,7/1/2018,93.0,98.77,1978
Kern,KERN COUNTY OFFICE OF ED.,1819.0,7/1/2018,1153.0,276.01,1386
Kern,ARVIN UNION ELEMENTARY,1819.0,7/1/2018,132.0,157.0,3087
Kern,BAKERSFIELD CITY ELEMENTARY,1819.0,7/1/2018,1705.0,1604.5,30782
Kern,BEARDSLEY ELEMENTARY,1819.0,7/1/2018,92.0,99.28,1915
Kern,BELRIDGE ELEMENTARY,1819.0,7/1/2018,1.0,2.0,36
Kern,BLAKE ELEMENTARY,1819.0,7/1/2018,1.0,1.0,13
Kern,PANAMA-BUENA VISTA UNION ELEM.,1819.0,7/1/2018,743.0,822.9,18621
Kern,BUTTONWILLOW UNION ELEMENTARY,1819.0,7/1/2018,19.0,22.0,326
Kern,CALIENTE UNION ELEMENTARY,1819.0,7/1/2018,8.0,2.99,49
Kern,DELANO UNION ELEMENTARY,1819.0,7/1/2018,331.0,279.01,5223
Kern,DELANO JOINT UNION HIGH,1819.0,7/1/2018,194.0,189.69,4219
Kern,DI GIORGIO ELEMENTARY,1819.0,7/1/2018,6.0,11.0,224
Kern,EDISON ELEMENTARY,1819.0,7/1/2018,46.0,56.88,1052
Kern,ELK HILLS ELEMENTARY,1819.0,7/1/2018,10.0,9.0,187
Kern,FAIRFAX ELEMENTARY,1819.0,7/1/2018,114.0,136.0,2682
Kern,FRUITVALE ELEMENTARY,1819.0,7/1/2018,120.0,146.5,3184
Kern,GENERAL SHAFTER ELEMENTARY,1819.0,7/1/2018,8.0,10.0,159
Kern,GREENFIELD UNION ELEMENTARY,1819.0,7/1/2018,441.0,416.7,9562
Kern,KERN UNION HIGH,1819.0,7/1/2018,1578.0,1710.39,39884
Kern,KERNVILLE UNION ELEMENTARY,1819.0,7/1/2018,69.0,47.88,911
Kern,LAKESIDE UNION ELEMENTARY,1819.0,7/1/2018,44.0,62.5,1397
Kern,LAMONT ELEMENTARY,1819.0,7/1/2018,172.0,119.02,3023
Kern,RICHLAND-LERDO UNION ELEMENTARY,1819.0,7/1/2018,193.0,191.5,2930
Kern,LINNS VALLEY-POSO FLAT UNION,1819.0,7/1/2018,1.0,2.99,19
Kern,LOST HILLS UNION ELEMENTARY,1819.0,7/1/2018,32.0,19.25,418
Kern,MAPLE ELEMENTARY,1819.0,7/1/2018,13.0,11.0,292
Kern,MARICOPA UNIFIED,1819.0,7/1/2018,115.0,288.68,302
Kern,MCKITTRICK ELEMENTARY,1819.0,7/1/2018,6.0,5.0,74
Kern,MIDWAY ELEMENTARY,1819.0,7/1/2018,5.0,5.99,80
Kern,MOJAVE UNIFIED,1819.0,7/1/2018,174.0,129.3,2800
Kern,MUROC JOINT UNIFIED,1819.0,7/1/2018,85.0,90.0,1793
Kern,NORRIS ELEMENTARY,1819.0,7/1/2018,139.0,173.66,4176
Kern,POND UNION ELEMENTARY,1819.0,7/1/2018,11.0,10.0,199
Kern,ROSEDALE UNION ELEMENTARY,1819.0,7/1/2018,201.0,282.37,5797
Kern,SEMITROPIC ELEMENTARY,1819.0,7/1/2018,9.0,12.0,214
Kern,SOUTHERN KERN UNIFIED,1819.0,7/1/2018,140.0,185.94,3557
Kern,SOUTH FORK UNION ELEMENTARY,1819.0,7/1/2018,17.0,11.59,253
Kern,STANDARD ELEMENTARY,1819.0,7/1/2018,136.0,148.99,3093
Kern,TAFT CITY ELEMENTARY,1819.0,7/1/2018,89.0,110.0,2341
Kern,TAFT UNION HIGH,1819.0,7/1/2018,76.0,56.32,1016
Kern,TEHACHAPI UNIFIED,1819.0,7/1/2018,167.0,194.82,4307
Kern,VINELAND ELEMENTARY,1819.0,7/1/2018,28.0,37.0,680
Kern,WASCO UNION ELEMENTARY,1819.0,7/1/2018,181.0,152.75,3627
Kern,WASCO UNION HIGH,1819.0,7/1/2018,64.0,88.19,1867
Kern,RIO BRAVO-GREELEY UNION ELEMENTARY,1819.0,7/1/2018,44.0,49.12,1083
Kern,SIERRA SANDS UNIFIED,1819.0,7/1/2018,253.0,242.86,5118
Kern,MCFARLAND UNIFIED,1819.0,7/1/2018,135.0,151.81,3484
Kern,EL TEJON UNIFIED,1819.0,7/1/2018,35.0,34.62,748
Kings,KINGS COUNTY OFFICE OF ED.,1819.0,7/1/2018,211.0,49.81,357
Kings,ARMONA UNION ELEMENTARY,1819.0,7/1/2018,50.0,66.05,965
Kings,CENTRAL UNION ELEMENTARY,1819.0,7/1/2018,100.0,100.0,1848
Kings,CORCORAN JOINT UNIFIED,1819.0,7/1/2018,115.0,169.01,3318
Kings,HANFORD ELEMENTARY,1819.0,7/1/2018,239.0,255.85,5521
Kings,HANFORD JOINT UNION HIGH,1819.0,7/1/2018,135.0,166.27,3898
Kings,ISLAND UNION ELEMENTARY,1819.0,7/1/2018,16.0,19.0,435
Kings,KINGS RIVER-HARDWICK UNION ELEM.,1819.0,7/1/2018,24.0,33.55,816
Kings,KIT CARSON UNION ELEMENTARY,1819.0,7/1/2018,34.0,57.85,380
Kings,LAKESIDE UNION ELEMENTARY,1819.0,7/1/2018,21.0,17.0,323
Kings,LEMOORE UNION ELEMENTARY,1819.0,7/1/2018,115.0,159.1,3136
Kings,LEMOORE UNION HIGH,1819.0,7/1/2018,84.0,99.14,1928
Kings,PIONEER UNION ELEMENTARY,1819.0,7/1/2018,65.0,70.1,1605
Kings,REEF-SUNSET UNIFIED,1819.0,7/1/2018,127.0,124.69,2677
Lake,LAKE COUNTY OFFICE OF ED.,1819.0,7/1/2018,66.0,4.0,36
Lake,KELSEYVILLE UNIFIED,1819.0,7/1/2018,99.0,92.25,1683
Lake,KONOCTI UNIFIED,1819.0,7/1/2018,192.0,161.09,3575
Lake,LAKEPORT UNIFIED,1819.0,7/1/2018,68.0,72.99,1472
Lake,LUCERNE ELEMENTARY,1819.0,7/1/2018,15.0,15.2,253
Lake,MIDDLETOWN UNIFIED,1819.0,7/1/2018,81.0,77.98,1479
Lake,UPPER LAKE UNIFIED,1819.0,7/1/2018,38.0,44.0,855
Lassen,LASSEN COUNTY OFFICE OF ED.,1819.0,7/1/2018,62.0,12.0,22
Lassen,BIG VALLEY JOINT UNIFIED,1819.0,7/1/2018,12.0,9.3,127
Lassen,JANESVILLE UNION ELEMENTARY,1819.0,7/1/2018,13.0,17.99,367
Lassen,JOHNSTONVILLE ELEMENTARY,1819.0,7/1/2018,8.0,10.3,189
Lassen,LASSEN UNION HIGH,1819.0,7/1/2018,38.0,37.3,787
Lassen,RAVENDALE ELEMENTARY,1819.0,7/1/2018,16.0,8.54,9
Lassen,RICHMOND ELEMENTARY,1819.0,7/1/2018,7.0,9.0,226
Lassen,SHAFFER UNION ELEMENTARY,1819.0,7/1/2018,8.0,9.5,192
Lassen,SUSANVILLE ELEMENTARY,1819.0,7/1/2018,49.0,55.2,1122
Lassen,WESTWOOD UNIFIED,1819.0,7/1/2018,11.0,10.48,180
Lassen,FORT SAGE UNIFIED,1819.0,7/1/2018,20.0,14.67,151
Los Angeles,LOS ANGELES COUNTY OFFICE OF ED.,1819.0,7/1/2018,1400.0,773.78,2215
Los Angeles,ABC UNIFIED,1819.0,7/1/2018,733.0,872.56,20465
Los Angeles,ANTELOPE VALLEY UNION HIGH,1819.0,7/1/2018,1015.0,977.9,21077
Los Angeles,ARCADIA UNIFIED,1819.0,7/1/2018,302.0,427.33,9357
Los Angeles,AZUSA UNIFIED,1819.0,7/1/2018,504.0,427.25,8010
Los Angeles,BALDWIN PARK UNIFIED,1819.0,7/1/2018,676.0,604.82,12541
Los Angeles,BASSETT UNIFIED,1819.0,7/1/2018,183.0,159.5,3520
Los Angeles,BELLFLOWER UNIFIED,1819.0,7/1/2018,334.0,549.45,11671
Los Angeles,BEVERLY HILLS UNIFIED,1819.0,7/1/2018,183.0,245.39,3773
Los Angeles,BONITA UNIFIED,1819.0,7/1/2018,328.0,443.74,10055
Los Angeles,BURBANK UNIFIED,1819.0,7/1/2018,501.0,706.3,15203
Los Angeles,CASTAIC UNION ELEMENTARY,1819.0,7/1/2018,86.0,88.2,2037
Los Angeles,CENTINELA VALLEY HIGH,1819.0,7/1/2018,393.0,398.18,6370
Los Angeles,CHARTER OAK UNIFIED,1819.0,7/1/2018,202.0,204.98,4581
Los Angeles,CLAREMONT UNIFIED,1819.0,7/1/2018,264.0,307.25,6945
Los Angeles,COVINA-VALLEY UNIFIED,1819.0,7/1/2018,418.0,550.36,11713
Los Angeles,CULVER CITY UNIFIED,1819.0,7/1/2018,262.0,316.31,7144
Los Angeles,DOWNEY UNIFIED,1819.0,7/1/2018,777.0,974.76,22064
Los Angeles,DUARTE UNIFIED,1819.0,7/1/2018,223.0,234.1,3550
Los Angeles,EASTSIDE ELEMENTARY,1819.0,7/1/2018,129.0,157.0,3275
Los Angeles,EAST WHITTIER CITY ELEMENTARY,1819.0,7/1/2018,285.0,385.7,8570
Los Angeles,EL MONTE CITY ELEMENTARY,1819.0,7/1/2018,388.0,388.99,8002
Los Angeles,EL MONTE UNION HIGH,1819.0,7/1/2018,319.0,417.35,8642
Los Angeles,EL RANCHO UNIFIED,1819.0,7/1/2018,326.0,391.36,8472
Los Angeles,EL SEGUNDO UNIFIED,1819.0,7/1/2018,91.0,158.3,3453
Los Angeles,GARVEY ELEMENTARY,1819.0,7/1/2018,222.0,229.01,4574
Los Angeles,GLENDALE UNIFIED,1819.0,7/1/2018,845.0,1120.69,25789
Los Angeles,GLENDORA UNIFIED,1819.0,7/1/2018,226.0,325.27,7198
Los Angeles,GORMAN ELEMENTARY,1819.0,7/1/2018,110.0,4.0,82
Los Angeles,HAWTHORNE ELEMENTARY,1819.0,7/1/2018,305.0,401.02,7530
Los Angeles,HERMOSA BEACH CITY ELEMENTARY,1819.0,7/1/2018,44.0,61.25,1345
Los Angeles,HUGHES-ELIZABETH LAKES UNION ELEM.,1819.0,7/1/2018,6.0,8.0,196
Los Angeles,INGLEWOOD UNIFIED,1819.0,7/1/2018,533.0,517.8,8755
Los Angeles,KEPPEL ELEMENTARY,1819.0,7/1/2018,156.0,140.38,2630
Los Angeles,LA CANADA UNIFIED,1819.0,7/1/2018,164.0,182.18,4135
Los Angeles,LANCASTER ELEMENTARY,1819.0,7/1/2018,784.0,662.62,14089
Los Angeles,LAS VIRGENES UNIFIED,1819.0,7/1/2018,390.0,496.98,11138
Los Angeles,LAWNDALE ELEMENTARY,1819.0,7/1/2018,295.0,271.21,5291
Los Angeles,LENNOX ELEMENTARY,1819.0,7/1/2018,364.0,361.95,5327
Los Angeles,LITTLE LAKE CITY ELEMENTARY,1819.0,7/1/2018,137.0,216.84,4355
Los Angeles,LONG BEACH UNIFIED,1819.0,7/1/2018,2855.0,3151.72,72935
Los Angeles,LOS ANGELES UNIFIED,1819.0,7/1/2018,28626.0,30681.04,495585
Los Angeles,LOS NIETOS ELEMENTARY,1819.0,7/1/2018,114.0,73.0,1558
Los Angeles,LYNWOOD UNIFIED,1819.0,7/1/2018,834.0,580.4,13802
Los Angeles,MONROVIA UNIFIED,1819.0,7/1/2018,233.0,249.88,5442
Los Angeles,MONTEBELLO UNIFIED,1819.0,7/1/2018,1037.0,1055.09,25409
Los Angeles,MOUNTAIN VIEW ELEMENTARY,1819.0,7/1/2018,321.0,302.5,6346
Los Angeles,NEWHALL ELEMENTARY,1819.0,7/1/2018,277.0,306.04,6539
Los Angeles,NORWALK-LA MIRADA UNIFIED,1819.0,7/1/2018,714.0,817.56,17387
Los Angeles,PALMDALE ELEMENTARY,1819.0,7/1/2018,875.0,1060.62,19085
