County,LEA,FY,Year,CLASSFTE,CERTFTE,Enr
Los Angeles,CULVER CITY UNIFIED,2122.0,7/1/2021,224.0,340.8,6876
Los Angeles,DOWNEY UNIFIED,2122.0,7/1/2021,910.0,991.4,22261
Los Angeles,DUARTE UNIFIED,2122.0,7/1/2021,186.0,164.8,3123
Los Angeles,EASTSIDE ELEMENTARY,2122.0,7/1/2021,142.0,138.3,3125
Los Angeles,EAST WHITTIER CITY ELEMENTARY,2122.0,7/1/2021,157.0,375.8,7949
Los Angeles,EL MONTE CITY ELEMENTARY,2122.0,7/1/2021,373.0,378.0,7261
Los Angeles,EL MONTE UNION HIGH,2122.0,7/1/2021,377.0,369.3,8125
Los Angeles,EL RANCHO UNIFIED,2122.0,7/1/2021,328.0,346.3,7613
Los Angeles,EL SEGUNDO UNIFIED,2122.0,7/1/2021,138.0,162.7,3458
Los Angeles,GARVEY ELEMENTARY,2122.0,7/1/2021,244.0,204.9,4286
Los Angeles,GLENDALE UNIFIED,2122.0,7/1/2021,946.0,1165.1,24213
Los Angeles,GLENDORA UNIFIED,2122.0,7/1/2021,210.0,298.5,6671
Los Angeles,GORMAN ELEMENTARY,2122.0,7/1/2021,90.0,3.7,57
Los Angeles,HAWTHORNE ELEMENTARY,2122.0,7/1/2021,310.0,351.1,6748
Los Angeles,HERMOSA BEACH CITY ELEMENTARY,2122.0,7/1/2021,36.0,55.0,1216
Los Angeles,HUGHES-ELIZABETH LAKES UNION ELEM.,2122.0,7/1/2021,7.0,8.9,162
Los Angeles,INGLEWOOD UNIFIED,2122.0,7/1/2021,448.0,297.4,7628
Los Angeles,KEPPEL ELEMENTARY,2122.0,7/1/2021,140.0,113.1,2540
Los Angeles,LA CANADA UNIFIED,2122.0,7/1/2021,178.0,166.5,3921
Los Angeles,LANCASTER ELEMENTARY,2122.0,7/1/2021,948.0,576.2,13755
Los Angeles,LAS VIRGENES UNIFIED,2122.0,7/1/2021,336.0,449.4,10064
Los Angeles,LAWNDALE ELEMENTARY,2122.0,7/1/2021,299.0,218.0,4674
Los Angeles,LENNOX ELEMENTARY,2122.0,7/1/2021,257.0,237.8,4382
Los Angeles,LITTLE LAKE CITY ELEMENTARY,2122.0,7/1/2021,142.0,186.7,3865
Los Angeles,LONG BEACH UNIFIED,2122.0,7/1/2021,2350.0,2765.1,67292
Los Angeles,LOS ANGELES UNIFIED,2122.0,7/1/2021,29878.0,20157.8,435958
Los Angeles,LOS NIETOS ELEMENTARY,2122.0,7/1/2021,86.0,68.7,1314
Los Angeles,LYNWOOD UNIFIED,2122.0,7/1/2021,663.0,529.9,12219
Los Angeles,MONROVIA UNIFIED,2122.0,7/1/2021,212.0,242.4,5143
Los Angeles,MONTEBELLO UNIFIED,2122.0,7/1/2021,883.0,0.0,21730
Los Angeles,MOUNTAIN VIEW ELEMENTARY,2122.0,7/1/2021,270.0,275.3,5336
Los Angeles,NEWHALL ELEMENTARY,2122.0,7/1/2021,237.0,273.8,5834
Los Angeles,NORWALK-LA MIRADA UNIFIED,2122.0,7/1/2021,693.0,703.7,15582
Los Angeles,PALMDALE ELEMENTARY,2122.0,7/1/2021,1054.0,753.0,17311
Los Angeles,PALOS VERDES PENINSULA UNIFIED,2122.0,7/1/2021,464.0,451.3,10432
Los Angeles,PARAMOUNT UNIFIED,2122.0,7/1/2021,579.0,656.1,13160
Los Angeles,PASADENA UNIFIED,2122.0,7/1/2021,736.0,698.8,14542
Los Angeles,POMONA UNIFIED,2122.0,7/1/2021,1122.0,948.7,20865
Los Angeles,ROSEMEAD ELEMENTARY,2122.0,7/1/2021,114.0,115.0,2302
Los Angeles,SAN MARINO UNIFIED,2122.0,7/1/2021,100.0,136.6,2703
Los Angeles,SANTA MONICA-MALIBU UNIFIED,2122.0,7/1/2021,567.0,482.9,9129
Los Angeles,SAUGUS UNION ELEMENTARY,2122.0,7/1/2021,362.0,367.3,9170
Los Angeles,SOUTH PASADENA UNIFIED,2122.0,7/1/2021,116.0,195.8,4649
Los Angeles,SOUTH WHITTIER ELEMENTARY,2122.0,7/1/2021,124.0,122.6,2331
Los Angeles,SULPHUR SPRINGS UNION ELEMENTARY,2122.0,7/1/2021,209.0,235.8,5188
Los Angeles,TEMPLE CITY UNIFIED,2122.0,7/1/2021,181.0,230.5,5282
Los Angeles,TORRANCE UNIFIED,2122.0,7/1/2021,946.0,1020.0,21935
Los Angeles,VALLE LINDO ELEMENTARY,2122.0,7/1/2021,32.0,48.0,906
Los Angeles,WEST COVINA UNIFIED,2122.0,7/1/2021,456.0,388.7,8103
Los Angeles,WESTSIDE UNION ELEMENTARY,2122.0,7/1/2021,317.0,359.9,8906
Los Angeles,WHITTIER CITY ELEMENTARY,2122.0,7/1/2021,326.0,0.0,5565
Los Angeles,WHITTIER UNION HIGH,2122.0,7/1/2021,534.0,467.1,10808
Los Angeles,WILLIAM S. HART UNION HIGH,2122.0,7/1/2021,940.0,947.9,21485
Los Angeles,WILSONA ELEMENTARY,2122.0,7/1/2021,61.0,53.0,1228
Los Angeles,COMPTON UNIFIED,2122.0,7/1/2021,1109.0,775.4,18211
Los Angeles,HACIENDA LA PUENTE UNIFIED,2122.0,7/1/2021,664.0,774.1,16559
Los Angeles,ROWLAND UNIFIED,2122.0,7/1/2021,595.0,557.2,12203
Los Angeles,WALNUT VALLEY UNIFIED,2122.0,7/1/2021,441.0,558.2,13311
Los Angeles,SAN GABRIEL UNIFIED,2122.0,7/1/2021,201.0,218.6,4689
Los Angeles,ACTON-AGUA DULCE UNIFIED,2122.0,7/1/2021,533.0,41.3,939
Los Angeles,MANHATTAN BEACH UNIFIED,2122.0,7/1/2021,332.0,270.1,5852
Los Angeles,REDONDO BEACH UNIFIED,2122.0,7/1/2021,378.0,385.5,9607
Los Angeles,ALHAMBRA UNIFIED,2122.0,7/1/2021,566.0,680.9,15262
Los Angeles,WISEBURN UNIFIED,2122.0,7/1/2021,172.0,99.6,2478
Madera,MADERA COUNTY OFFICE OF ED.,2122.0,7/1/2021,277.0,53.1,363
Madera,ALVIEW-DAIRYLAND UNION ELEMENTARY,2122.0,7/1/2021,16.0,16.1,392
Madera,BASS LAKE ELEMENTARY,2122.0,7/1/2021,53.0,44.7,846
Madera,CHOWCHILLA ELEMENTARY,2122.0,7/1/2021,110.0,99.5,2178
Madera,CHOWCHILLA UNION HIGH,2122.0,7/1/2021,41.0,51.3,1138
Madera,MADERA UNIFIED,2122.0,7/1/2021,877.0,978.4,20126
Madera,RAYMOND-KNOWLES UNION ELEMENTARY,2122.0,7/1/2021,4.0,5.5,69
Madera,GOLDEN VALLEY UNIFIED,2122.0,7/1/2021,94.0,116.7,2311
Madera,CHAWANAKEE JOINT UNIFIED,2122.0,7/1/2021,79.0,45.9,951
Madera,YOSEMITE UNIFIED,2122.0,7/1/2021,83.0,65.4,1367
Marin,MARIN COUNTY OFFICE OF ED.,2122.0,7/1/2021,150.0,37.7,261
Marin,BOLINAS-STINSON UNION ELEMENTARY,2122.0,7/1/2021,19.0,8.5,94
Marin,MILLER CREEK ELEMENTARY,2122.0,7/1/2021,82.0,88.9,1762
Marin,KENTFIELD ELEMENTARY,2122.0,7/1/2021,29.0,69.2,1034
Marin,LAGUNA JOINT ELEMENTARY,2122.0,7/1/2021,2.0,1.8,21
Marin,LAGUNITAS ELEMENTARY,2122.0,7/1/2021,15.0,12.0,180
Marin,LARKSPUR ELEMENTARY,2122.0,7/1/2021,42.0,75.6,1354
Marin,LINCOLN ELEMENTARY,2122.0,7/1/2021,0.0,0.0,0
Marin,MILL VALLEY ELEMENTARY,2122.0,7/1/2021,83.0,148.1,2415
Marin,NICASIO ELEMENTARY,2122.0,7/1/2021,2.0,3.0,36
Marin,NOVATO UNIFIED,2122.0,7/1/2021,239.0,353.0,7158
Marin,REED UNION ELEMENTARY,2122.0,7/1/2021,45.0,70.5,1022
Marin,ROSS ELEMENTARY,2122.0,7/1/2021,15.0,30.7,369
Marin,SAN RAFAEL CITY ELEMENTARY,2122.0,7/1/2021,125.0,192.6,4277
Marin,SAN RAFAEL CITY HIGH,2122.0,7/1/2021,74.0,126.6,2630
Marin,SAUSALITO-MARIN CITY ELEMENTARY,2122.0,7/1/2021,38.0,33.0,394
Marin,TAMALPAIS UNION HIGH,2122.0,7/1/2021,181.0,262.2,5060
Marin,SHORELINE UNIFIED,2122.0,7/1/2021,47.0,47.5,485
Marin,ROSS VALLEY ELEMENTARY,2122.0,7/1/2021,52.0,93.2,1748
Mariposa,MARIPOSA COUNTY OFFICE OF ED.,2122.0,7/1/2021,4.0,6.0,36
Mariposa,MARIPOSA COUNTY UNIFIED,2122.0,7/1/2021,115.0,93.9,1673
Mendocino,MENDOCINO COUNTY OFFICE OF ED.,2122.0,7/1/2021,106.0,15.0,88
Mendocino,ANDERSON VALLEY UNIFIED,2122.0,7/1/2021,35.0,30.5,449
Mendocino,FORT BRAGG UNIFIED,2122.0,7/1/2021,123.0,101.6,1670
Mendocino,MANCHESTER UNION ELEMENTARY,2122.0,7/1/2021,5.0,3.9,30
Mendocino,MENDOCINO UNIFIED,2122.0,7/1/2021,49.0,36.9,449
Mendocino,ROUND VALLEY UNIFIED,2122.0,7/1/2021,41.0,0.0,431
Mendocino,UKIAH UNIFIED,2122.0,7/1/2021,328.0,318.8,5858
Mendocino,WILLITS UNIFIED,2122.0,7/1/2021,85.0,89.1,1501
Mendocino,POTTER VALLEY COMMUNITY UNIFIED,2122.0,7/1/2021,13.0,16.7,274
Mendocino,LAYTONVILLE UNIFIED,2122.0,7/1/2021,34.0,23.0,356
Mendocino,LEGGETT VALLEY UNIFIED,2122.0,7/1/2021,28.0,14.4,124
Mendocino,ARENA UNION/POINT ARENA JT UN,2122.0,7/1/2021,48.0,27.2,355
Merced,MERCED COUNTY OFFICE OF ED.,2122.0,7/1/2021,690.0,112.3,1216
Merced,ATWATER ELEMENTARY,2122.0,7/1/2021,232.0,229.0,4854
Merced,BALLICO-CRESSEY ELEMENTARY,2122.0,7/1/2021,20.0,3.4,46
Merced,EL NIDO ELEMENTARY,2122.0,7/1/2021,8.0,9.0,153
Merced,HILMAR UNIFIED,2122.0,7/1/2021,79.0,116.2,2326
Merced,LE GRAND UNION ELEMENTARY,2122.0,7/1/2021,31.0,18.0,345
Merced,LE GRAND UNION HIGH,2122.0,7/1/2021,46.0,28.7,548
Merced,LIVINGSTON UNION ELEMENTARY,2122.0,7/1/2021,103.0,120.5,2490
Merced,LOS BANOS UNIFIED,2122.0,7/1/2021,433.0,459.0,10928
Merced,MCSWAIN UNION ELEMENTARY,2122.0,7/1/2021,31.0,42.0,832
Merced,MERCED CITY ELEMENTARY,2122.0,7/1/2021,431.0,437.8,10922
Merced,MERCED UNION HIGH,2122.0,7/1/2021,442.0,537.0,11177
Merced,PLAINSBURG UNION ELEMENTARY,2122.0,7/1/2021,3.0,5.8,106
Merced,PLANADA ELEMENTARY,2122.0,7/1/2021,44.0,40.9,842
Merced,SNELLING-MERCED FALLS UNION ELEM.,2122.0,7/1/2021,5.0,5.0,55
Merced,WEAVER UNION ELEMENTARY,2122.0,7/1/2021,104.0,145.6,2984
Merced,WINTON ELEMENTARY,2122.0,7/1/2021,96.0,87.6,1874
Merced,GUSTINE UNIFIED,2122.0,7/1/2021,73.0,92.4,1753
Merced,MERCED RIVER UNION ELEMENTARY,2122.0,7/1/2021,11.0,9.0,237
Merced,DOS PALOS-ORO LOMA JOINT UNIFIED,2122.0,7/1/2021,133.0,114.7,2275
Merced,DELHI UNIFIED,2122.0,7/1/2021,113.0,115.2,2440
Modoc,MODOC COUNTY OFFICE OF ED.,2122.0,7/1/2021,0.0,0.0,0
Modoc,SURPRISE VALLEY JOINT UNIFIED,2122.0,7/1/2021,6.0,8.0,115
Modoc,MODOC JOINT UNIFIED,2122.0,7/1/2021,54.0,53.6,837
Modoc,TULELAKE BASIN JOINT UNIFIED,2122.0,7/1/2021,27.0,22.4,430
Mono,MONO COUNTY OFFICE OF ED.,2122.0,7/1/2021,12.0,2.0,14
Mono,EASTERN SIERRA UNIFIED,2122.0,7/1/2021,36.0,30.1,395
Mono,MAMMOTH UNIFIED,2122.0,7/1/2021,46.0,59.2,1125
Monterey,MONTEREY COUNTY OFFICE OF ED.,2122.0,7/1/2021,221.0,55.6,419
Monterey,ALISAL UNION ELEMENTARY,2122.0,7/1/2021,350.0,341.0,7851
Monterey,BRADLEY UNION ELEMENTARY,2122.0,7/1/2021,4.0,4.0,58
Monterey,CARMEL UNIFIED,2122.0,7/1/2021,182.0,166.4,2264
Monterey,CHUALAR UNION ELEMENTARY,2122.0,7/1/2021,18.0,16.3,281
Monterey,GRAVES ELEMENTARY,2122.0,7/1/2021,3.0,2.0,35
Monterey,GREENFIELD UNION ELEMENTARY,2122.0,7/1/2021,198.0,152.9,3400
Monterey,KING CITY UNION ELEMENTARY,2122.0,7/1/2021,94.0,132.4,2527
Monterey,SOUTH MONTEREY CO JT UN HIGH,2122.0,7/1/2021,95.0,119.1,2748
Monterey,LAGUNITA ELEMENTARY,2122.0,7/1/2021,3.0,5.0,96
Monterey,MISSION UNION ELEMENTARY,2122.0,7/1/2021,4.0,8.0,131
Monterey,MONTEREY PENINSULA UNIFIED,2122.0,7/1/2021,529.0,456.7,9349
Monterey,PACIFIC GROVE UNIFIED,2122.0,7/1/2021,99.0,110.1,1812
Monterey,SALINAS CITY ELEMENTARY,2122.0,7/1/2021,424.0,374.5,8287
Monterey,SALINAS UNION HIGH,2122.0,7/1/2021,630.0,748.6,16525
Monterey,SAN ANTONIO UNION ELEMENTARY,2122.0,7/1/2021,8.0,8.5,122
Monterey,SAN ARDO UNION ELEMENTARY,2122.0,7/1/2021,11.0,8.5,93
Monterey,SAN LUCAS UNION ELEMENTARY,2122.0,7/1/2021,8.0,7.0,73
Monterey,SANTA RITA UNION ELEMENTARY,2122.0,7/1/2021,129.0,165.2,3306
Monterey,SPRECKELS UNION ELEMENTARY,2122.0,7/1/2021,31.0,48.1,921
Monterey,WASHINGTON UNION ELEMENTARY,2122.0,7/1/2021,20.0,38.0,756
Monterey,NORTH MONTEREY COUNTY UNIFIED,2122.0,7/1/2021,329.0,229.1,4515
Monterey,BIG SUR UNIFIED,2122.0,7/1/2021,10.0,3.4,17
Monterey,SOLEDAD UNIFIED,2122.0,7/1/2021,211.0,230.1,4849
Monterey,GONZALES UNIFIED,2122.0,7/1/2021,96.0,99.3,2181
Napa,NAPA COUNTY OFFICE OF ED.,2122.0,7/1/2021,50.0,9.9,81
Napa,CALISTOGA JOINT UNIFIED,2122.0,7/1/2021,43.0,47.7,832
Napa,HOWELL MOUNTAIN ELEMENTARY,2122.0,7/1/2021,4.0,0.0,101
Napa,NAPA VALLEY UNIFIED,2122.0,7/1/2021,600.0,722.1,16524
Napa,POPE VALLEY UNION ELEMENTARY,2122.0,7/1/2021,6.0,4.6,57
Napa,ST. HELENA UNIFIED,2122.0,7/1/2021,64.0,87.9,1145
Nevada,NEVADA COUNTY OFFICE OF ED.,2122.0,7/1/2021,198.0,15.1,59
Nevada,CHICAGO PARK ELEMENTARY,2122.0,7/1/2021,7.0,7.2,124
Nevada,CLEAR CREEK ELEMENTARY,2122.0,7/1/2021,7.0,9.3,149
Nevada,GRASS VALLEY ELEMENTARY,2122.0,7/1/2021,88.0,65.6,1117
Nevada,NEVADA CITY ELEMENTARY,2122.0,7/1/2021,14.0,38.1,665
Nevada,NEVADA JOINT UNION HIGH,2122.0,7/1/2021,139.0,134.6,2492
Nevada,PLEASANT RIDGE UNION ELEMENTARY,2122.0,7/1/2021,49.0,61.9,1328
Nevada,UNION HILL ELEMENTARY,2122.0,7/1/2021,29.0,9.0,706
Nevada,TWIN RIDGES ELEMENTARY,2122.0,7/1/2021,20.0,6.0,93
Nevada,PENN VALLEY UNION ELEMENTARY,2122.0,7/1/2021,25.0,32.3,520
Orange,ORANGE COUNTY OFFICE OF ED.,2122.0,7/1/2021,939.0,185.4,2169
Los Angeles,LOWELL JOINT ELEMENTARY,2122.0,7/1/2021,111.0,136.6,3047
Orange,ANAHEIM ELEMENTARY,2122.0,7/1/2021,801.0,743.2,14882
Orange,ANAHEIM UNION HIGH,2122.0,7/1/2021,1160.0,1316.1,28404
Orange,BREA-OLINDA UNIFIED,2122.0,7/1/2021,258.0,256.9,5866
Orange,BUENA PARK ELEMENTARY,2122.0,7/1/2021,160.0,187.0,4015
Orange,CAPISTRANO UNIFIED,2122.0,7/1/2021,1643.0,2058.5,42754
Orange,CENTRALIA ELEMENTARY,2122.0,7/1/2021,196.0,183.6,4077
Orange,CYPRESS ELEMENTARY,2122.0,7/1/2021,178.0,162.9,3414
Orange,FOUNTAIN VALLEY ELEMENTARY,2122.0,7/1/2021,223.0,247.8,5998
Orange,FULLERTON ELEMENTARY,2122.0,7/1/2021,500.0,496.6,11681
Orange,FULLERTON JOINT UNION HIGH,2122.0,7/1/2021,369.0,545.4,13431
Orange,GARDEN GROVE UNIFIED,2122.0,7/1/2021,1637.0,1699.7,38560
Orange,HUNTINGTON BEACH CITY ELEMENTARY,2122.0,7/1/2021,236.0,246.8,4904
Orange,HUNTINGTON BEACH UNION HIGH,2122.0,7/1/2021,526.0,637.7,15098
Orange,LAGUNA BEACH UNIFIED,2122.0,7/1/2021,128.0,141.8,2578
Orange,LA HABRA CITY ELEMENTARY,2122.0,7/1/2021,185.0,189.1,4499
Orange,MAGNOLIA ELEMENTARY,2122.0,7/1/2021,352.0,235.0,5121
Orange,NEWPORT-MESA UNIFIED,2122.0,7/1/2021,1202.0,927.5,17962
Orange,OCEAN VIEW ELEMENTARY,2122.0,7/1/2021,307.0,325.5,6942
Orange,ORANGE UNIFIED,2122.0,7/1/2021,1914.0,955.4,24078
Orange,PLACENTIA-YORBA LINDA UNIFIED,2122.0,7/1/2021,783.0,1028.3,23657
Orange,SANTA ANA UNIFIED,2122.0,7/1/2021,1944.0,1910.4,41504
Orange,SAVANNA ELEMENTARY,2122.0,7/1/2021,63.0,98.0,1843
Orange,WESTMINSTER ELEMENTARY,2122.0,7/1/2021,301.0,423.5,8203
Orange,SADDLEBACK VALLEY UNIFIED,2122.0,7/1/2021,929.0,1049.1,24390
Orange,TUSTIN UNIFIED,2122.0,7/1/2021,1005.0,840.3,22140
Orange,IRVINE UNIFIED,2122.0,7/1/2021,1285.0,1441.5,36083
Orange,LOS ALAMITOS UNIFIED,2122.0,7/1/2021,329.0,364.0,9133
Placer,PLACER COUNTY OFFICE OF ED.,2122.0,7/1/2021,325.0,24.9,108
Placer,ACKERMAN ELEMENTARY,2122.0,7/1/2021,21.0,26.3,562
Placer,ALTA-DUTCH FLAT UNION ELEMENTARY,2122.0,7/1/2021,6.0,4.5,90
Placer,AUBURN UNION ELEMENTARY,2122.0,7/1/2021,83.0,80.7,1519
Placer,COLFAX ELEMENTARY,2122.0,7/1/2021,13.0,22.9,357
Placer,DRY CREEK JOINT ELEMENTARY,2122.0,7/1/2021,172.0,318.8,6468
Placer,EUREKA UNION ELEMENTARY,2122.0,7/1/2021,98.0,155.1,3084
Placer,FORESTHILL UNION ELEMENTARY,2122.0,7/1/2021,15.0,21.0,425
Placer,LOOMIS UNION ELEMENTARY,2122.0,7/1/2021,76.0,118.0,2355
Placer,NEWCASTLE ELEMENTARY,2122.0,7/1/2021,59.0,10.5,166
Placer,PLACER HILLS ELEMENTARY,2122.0,7/1/2021,38.0,36.1,757
Placer,PLACER UNION HIGH,2122.0,7/1/2021,114.0,169.7,4004
Placer,ROSEVILLE CITY ELEMENTARY,2122.0,7/1/2021,351.0,553.3,11468
Placer,ROSEVILLE JOINT UNION HIGH,2122.0,7/1/2021,386.0,490.6,10586
Placer,TAHOE-TRUCKEE UNIFIED,2122.0,7/1/2021,399.0,222.1,3953
Placer,WESTERN PLACER UNIFIED,2122.0,7/1/2021,336.0,321.3,7296
Placer,ROCKLIN UNIFIED,2122.0,7/1/2021,481.0,552.2,11493
Plumas,PLUMAS COUNTY OFFICE OF ED.,2122.0,7/1/2021,15.0,4.0,18
Plumas,PLUMAS UNIFIED,2122.0,7/1/2021,121.0,100.4,1757
Riverside,RIVERSIDE COUNTY OFFICE OF ED.,2122.0,7/1/2021,760.0,92.5,721
Riverside,ALVORD UNIFIED,2122.0,7/1/2021,613.0,780.8,17511
Riverside,BANNING UNIFIED,2122.0,7/1/2021,230.0,216.4,4430
Riverside,BEAUMONT UNIFIED,2122.0,7/1/2021,377.0,466.6,11214
Riverside,CORONA-NORCO UNIFIED,2122.0,7/1/2021,1529.0,2144.6,50889
Riverside,DESERT CENTER UNIFIED,2122.0,7/1/2021,8.0,3.0,28
Riverside,DESERT SANDS UNIFIED,2122.0,7/1/2021,1039.0,1069.7,24659
Riverside,HEMET UNIFIED,2122.0,7/1/2021,1041.0,913.0,21676
Riverside,JURUPA UNIFIED,2122.0,7/1/2021,744.0,886.1,18618
Riverside,MENIFEE UNION ELEMENTARY,2122.0,7/1/2021,393.0,479.3,11028
Riverside,MORENO VALLEY UNIFIED,2122.0,7/1/2021,1841.0,1453.5,31609
Riverside,NUVIEW UNION ELEMENTARY,2122.0,7/1/2021,63.0,69.5,1459
Riverside,PALM SPRINGS UNIFIED,2122.0,7/1/2021,900.0,1008.6,20459
Riverside,PALO VERDE UNIFIED,2122.0,7/1/2021,174.0,136.0,2809
Riverside,PERRIS ELEMENTARY,2122.0,7/1/2021,178.0,225.9,4484
Riverside,PERRIS UNION HIGH,2122.0,7/1/2021,453.0,414.3,10319
Riverside,RIVERSIDE UNIFIED,2122.0,7/1/2021,1512.0,1698.8,39626
Riverside,ROMOLAND ELEMENTARY,2122.0,7/1/2021,136.0,195.0,4295
Riverside,SAN JACINTO UNIFIED,2122.0,7/1/2021,513.0,513.4,10173
Riverside,COACHELLA VALLEY UNIFIED,2122.0,7/1/2021,958.0,853.2,16625
Riverside,LAKE ELSINORE UNIFIED,2122.0,7/1/2021,988.0,933.2,20697
Riverside,TEMECULA VALLEY UNIFIED,2122.0,7/1/2021,982.0,1136.8,26562
Riverside,MURRIETA VALLEY UNIFIED,2122.0,7/1/2021,757.0,935.8,22669
Riverside,VAL VERDE UNIFIED,2122.0,7/1/2021,747.0,864.5,19216
Sacramento,SACRAMENTO COUNTY OFFICE OF ED.,2122.0,7/1/2021,515.0,73.9,910
Sacramento,ARCOHE UNION ELEMENTARY,2122.0,7/1/2021,21.0,0.0,464
Sacramento,ELK GROVE UNIFIED,2122.0,7/1/2021,2253.0,2976.8,61985
Sacramento,ELVERTA JOINT ELEMENTARY,2122.0,7/1/2021,17.0,9.4,202
Sacramento,FOLSOM-CORDOVA UNIFIED,2122.0,7/1/2021,884.0,975.6,20088
Sacramento,GALT JOINT UNION ELEMENTARY,2122.0,7/1/2021,209.0,166.6,3297
Sacramento,GALT JOINT UNION HIGH,2122.0,7/1/2021,97.0,103.5,2204
Sacramento,RIVER DELTA JOINT UNIFIED,2122.0,7/1/2021,124.0,103.9,1852
Sacramento,ROBLA ELEMENTARY,2122.0,7/1/2021,113.0,0.0,1951
Sacramento,SACRAMENTO CITY UNIFIED,2122.0,7/1/2021,1568.0,1688.4,38045
Sacramento,SAN JUAN UNIFIED,2122.0,7/1/2021,2008.0,2024.2,38077
Sacramento,CENTER JOINT UNIFIED,2122.0,7/1/2021,226.0,211.7,4102
Sacramento,NATOMAS UNIFIED,2122.0,7/1/2021,645.0,492.1,10766
Sacramento,TWIN RIVERS UNIFIED,2122.0,7/1/2021,1395.0,1024.2,23904
San Benito,SAN BENITO COUNTY OFFICE OF ED.,2122.0,7/1/2021,19.0,2.3,29
San Benito,BITTERWATER-TULLY JOINT UNION ELEM,2122.0,7/1/2021,2.0,2.0,33
San Benito,CIENEGA UNION ELEMENTARY,2122.0,7/1/2021,3.0,1.9,24
San Benito,HOLLISTER ELEMENTARY,2122.0,7/1/2021,261.0,251.3,5718
San Benito,JEFFERSON ELEMENTARY,2122.0,7/1/2021,1.0,0.8,6
San Benito,NORTH COUNTY JOINT UNION ELEM.,2122.0,7/1/2021,20.0,34.5,720
San Benito,PANOCHE ELEMENTARY,2122.0,7/1/2021,1.0,1.0,11
San Benito,SAN BENITO HIGH,2122.0,7/1/2021,119.0,140.2,3492
San Benito,SOUTHSIDE ELEMENTARY,2122.0,7/1/2021,6.0,10.0,224
San Benito,TRES PINOS UNION ELEMENTARY,2122.0,7/1/2021,1.0,4.0,63
San Benito,WILLOW GROVE UNION ELEMENTARY,2122.0,7/1/2021,2.0,2.0,17
San Benito,AROMAS/SAN JUAN UNIFIED,2122.0,7/1/2021,39.0,48.0,1024
San Bernardino,SAN BERNARDINO CO. OFFICE OF ED.,2122.0,7/1/2021,1377.0,220.0,1877
San Bernardino,ADELANTO ELEMENTARY,2122.0,7/1/2021,352.0,363.7,7806
San Bernardino,ALTA LOMA ELEMENTARY,2122.0,7/1/2021,254.0,240.4,5561
San Bernardino,BARSTOW UNIFIED,2122.0,7/1/2021,281.0,274.1,6401
San Bernardino,BEAR VALLEY UNIFIED,2122.0,7/1/2021,80.0,100.9,2166
San Bernardino,CENTRAL ELEMENTARY,2122.0,7/1/2021,404.0,193.1,4331
San Bernardino,CHAFFEY UNION HIGH,2122.0,7/1/2021,829.0,955.7,23566
San Bernardino,CHINO UNIFIED,2122.0,7/1/2021,871.0,1178.0,25934
San Bernardino,COLTON JOINT UNIFIED,2122.0,7/1/2021,955.0,949.1,19986
San Bernardino,CUCAMONGA ELEMENTARY,2122.0,7/1/2021,113.0,142.0,2395
San Bernardino,ETIWANDA ELEMENTARY,2122.0,7/1/2021,513.0,614.5,13304
San Bernardino,FONTANA UNIFIED,2122.0,7/1/2021,1595.0,1750.0,35101
San Bernardino,HELENDALE ELEMENTARY,2122.0,7/1/2021,138.0,29.2,634
San Bernardino,MORONGO UNIFIED,2122.0,7/1/2021,338.0,424.1,7580
San Bernardino,MOUNTAIN VIEW ELEMENTARY,2122.0,7/1/2021,90.0,120.0,2707
San Bernardino,MT. BALDY JOINT ELEMENTARY,2122.0,7/1/2021,4.0,5.0,82
San Bernardino,NEEDLES UNIFIED,2122.0,7/1/2021,55.0,50.0,912
San Bernardino,ONTARIO-MONTCLAIR ELEMENTARY,2122.0,7/1/2021,1015.0,981.4,18909
San Bernardino,ORO GRANDE ELEMENTARY,2122.0,7/1/2021,144.0,3.6,95
San Bernardino,REDLANDS UNIFIED,2122.0,7/1/2021,553.0,951.7,19918
San Bernardino,RIALTO UNIFIED,2122.0,7/1/2021,990.0,1144.0,24104
San Bernardino,RIM OF THE WORLD UNIFIED,2122.0,7/1/2021,139.0,138.3,2907
San Bernardino,SAN BERNARDINO CITY UNIFIED,2122.0,7/1/2021,2217.0,2205.0,46509
San Bernardino,TRONA JOINT UNIFIED,2122.0,7/1/2021,28.0,18.6,273
San Bernardino,VICTOR ELEMENTARY,2122.0,7/1/2021,387.0,484.8,12004
San Bernardino,VICTOR VALLEY UNION HIGH,2122.0,7/1/2021,408.0,442.3,11202
San Bernardino,YUCAIPA-CALIMESA JOINT UNIFIED,2122.0,7/1/2021,405.0,368.1,8040
San Bernardino,BAKER VALLEY UNIFIED,2122.0,7/1/2021,12.0,13.0,134
San Bernardino,SILVER VALLEY UNIFIED,2122.0,7/1/2021,110.0,126.6,1941
San Bernardino,SNOWLINE JOINT UNIFIED,2122.0,7/1/2021,393.0,340.7,7688
San Bernardino,HESPERIA UNIFIED,2122.0,7/1/2021,1028.0,957.8,22323
San Bernardino,LUCERNE VALLEY UNIFIED,2122.0,7/1/2021,228.0,57.3,981
San Bernardino,UPLAND UNIFIED,2122.0,7/1/2021,410.0,431.3,10210
San Bernardino,APPLE VALLEY UNIFIED,2122.0,7/1/2021,445.0,575.2,13306
San Diego,SAN DIEGO COUNTY OFFICE OF ED.,2122.0,7/1/2021,828.0,122.0,949
